1.159524922709703927e-02 0.000000000000000000e+00
3.478574768129111955e-02 0.000000000000000000e+00
5.797624613548520156e-02 0.000000000000000000e+00
8.116674458967927663e-02 0.000000000000000000e+00
1.043572430438733517e-01 0.000000000000000000e+00
1.275477414980674407e-01 0.000000000000000000e+00
1.507382399522615157e-01 0.000000000000000000e+00
1.739287384064555908e-01 0.000000000000000000e+00
1.971192368606496659e-01 0.000000000000000000e+00
2.203097353148437409e-01 0.000000000000000000e+00
2.435002337690378438e-01 0.000000000000000000e+00
2.666907322232319189e-01 0.000000000000000000e+00
2.898812306774259939e-01 0.000000000000000000e+00
3.130717291316200690e-01 0.000000000000000000e+00
3.362622275858141441e-01 0.000000000000000000e+00
3.594527260400082191e-01 0.000000000000000000e+00
3.826432244942022942e-01 0.000000000000000000e+00
4.058337229483963693e-01 0.000000000000000000e+00
4.290242214025904444e-01 0.000000000000000000e+00
4.522147198567845194e-01 0.000000000000000000e+00
4.754052183109785945e-01 0.000000000000000000e+00
4.985957167651726696e-01 0.000000000000000000e+00
5.217862152193668557e-01 0.000000000000000000e+00
5.449767136735608197e-01 0.000000000000000000e+00
5.681672121277550058e-01 0.000000000000000000e+00
5.913577105819489699e-01 0.000000000000000000e+00
6.145482090361431560e-01 0.000000000000000000e+00
6.377387074903371200e-01 0.000000000000000000e+00
6.609292059445313061e-01 0.000000000000000000e+00
6.841197043987252702e-01 0.000000000000000000e+00
7.073102028529194563e-01 0.000000000000000000e+00
7.305007013071134203e-01 0.000000000000000000e+00
7.536911997613076064e-01 0.000000000000000000e+00
7.768816982155015705e-01 0.000000000000000000e+00
8.000721966696957566e-01 0.000000000000000000e+00
8.232626951238897206e-01 0.000000000000000000e+00
8.464531935780839067e-01 0.000000000000000000e+00
8.696436920322778708e-01 0.000000000000000000e+00
8.928341904864720568e-01 0.000000000000000000e+00
9.160246889406660209e-01 0.000000000000000000e+00
9.392151873948602070e-01 0.000000000000000000e+00
9.624056858490541710e-01 0.000000000000000000e+00
9.855961843032483571e-01 0.000000000000000000e+00
9.905961843032483571e-01 0.000000000000000000e+00
1.008786682757442321e+00 3.800600434408715156e+00
1.031977181211636507e+00 3.606678230559265597e+00
1.055167679665830693e+00 3.220461997632675377e+00
1.078358178120024657e+00 2.790141575605726842e+00
1.101548676574218621e+00 2.420366178188345874e+00
1.124739175028412808e+00 2.135530000850803134e+00
1.147929673482606994e+00 1.896481950089503155e+00
1.171120171936800958e+00 1.681799285931975252e+00
1.194310670390994922e+00 1.507444387815741971e+00
1.217501168845189108e+00 1.352446335593179949e+00
1.240691667299383294e+00 1.220283479042839403e+00
1.263882165753577258e+00 1.120414817131719865e+00
1.287072664207771222e+00 1.032012800642547301e+00
1.310263162661965408e+00 9.722388201201687119e-01
1.333453661116159594e+00 8.924612638639939366e-01
1.356644159570353558e+00 8.237667863036974847e-01
1.379834658024547522e+00 7.643135791800024226e-01
1.403025156478741708e+00 7.568714505235947243e-01
1.426215654932935895e+00 7.114147962267723946e-01
1.449406153387129859e+00 6.818071070257015753e-01
1.472596651841323823e+00 6.752888070448681557e-01
1.495787150295518231e+00 6.565729927331778182e-01
1.518977648749712195e+00 6.446806427264684114e-01
1.542168147203906159e+00 6.528578500385737726e-01
1.565358645658100345e+00 6.448061016695093572e-01
1.588549144112294531e+00 6.529915711285139146e-01
1.611739642566488495e+00 6.670190729109140015e-01
1.634930141020682459e+00 6.898635572366930147e-01
1.658120639474876645e+00 7.042968218831903160e-01
1.681311137929070831e+00 7.306906056561747187e-01
1.704501636383264795e+00 7.576314220386017872e-01
1.727692134837458759e+00 7.948545097814968541e-01
1.750882633291652946e+00 8.248507329248112585e-01
1.774073131745847132e+00 8.757705798021284682e-01
1.797263630200041096e+00 9.238361650582285201e-01
1.820454128654235060e+00 9.706962956826352684e-01
1.843644627108429246e+00 1.015853440744069802e+00
